,id,Country,cause,year,incidence,prevalence,sex_Both,sex_Female,sex_Male,age_1 to 4,age_10 to 14,age_15 to 19,age_20 to 24,age_25 to 29,age_30 to 34,age_35 to 39,age_40 to 44,age_45 to 49,age_5 to 9,age_50 to 54,age_55 to 59,age_60 to 64,age_65 to 69,age_70 to 74,age_75 to 79,age_80 to 84,age_85 to 89,age_90 to 94
988203,508,Mozambique,Bulimia nervosa,2015,0.0,1121.1406239277717,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120349,585,Palau,Self-harm by other specified means,2015,0.0,0.0328345993344918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700942,372,Ireland,Other drug use disorders,2016,0.1768372204297016,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177204,620,Portugal,Bulimia nervosa,2017,23.26119164353128,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1217579,643,Russian Federation,Idiopathic developmental intellectual disability,2018,0.0,6723.30053668442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941526,484,Mexico,Schizophrenia,2017,0.0,3867.024335003431,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173688,616,Poland,Other drug use disorders,2019,0.0,96.54019202902428,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607881,320,Guatemala,Other drug use disorders,2017,0.0,8.74114156026603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515446,246,Finland,Bipolar disorder,2019,0.0,1770.1757620901676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1130784,591,Panama,Major depressive disorder,2016,0.0,398.3992970294319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535421,270,Gambia,Self-harm by other specified means,2019,54.23672256653391,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218934,646,Rwanda,Conduct disorder,2018,4982.223236144319,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
964681,496,Mongolia,Alcohol use disorders,2016,0.0,20616.056331396707,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1552050,840,United States of America,Amphetamine use disorders,2015,608.9557635154298,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357199,188,Costa Rica,Cocaine use disorders,2017,0.0,48.65619274387908,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
639300,332,Haiti,Schizophrenia,2019,0.0,2210.7171073250133,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724681,380,Italy,Self-harm by other specified means,2017,0.0,1847.9081033508032,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1491363,780,Trinidad and Tobago,Anxiety disorders,2019,0.0,1671.184664441694,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584149,308,Grenada,Self-harm by other specified means,2018,0.1216341261294548,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420295,212,Dominica,Alcohol use disorders,2016,0.0,15.245499277557713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180672,64,Bhutan,Bulimia nervosa,2018,0.0,46.15484771606581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549122,784,United Arab Emirates,Idiopathic developmental intellectual disability,2019,0.0,7482.130888296826,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
444970,818,Egypt,Self-harm by other specified means,2015,1432.049786430865,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
822070,426,Lesotho,Schizophrenia,2019,0.0,293.3565996560151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
941940,484,Mexico,Dysthymia,2017,0.0,1277.2332728794404,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1024295,524,Nepal,Self-harm by firearm,2018,0.0,4.221619525465761,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826257,430,Liberia,Anxiety disorders,2015,897.4166688014667,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31431,16,American Samoa,Anxiety disorders,2019,0.0,26.718526682619828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260149,116,Cambodia,Other drug use disorders,2019,9.71604602610935,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1314014,694,Sierra Leone,Self-harm by firearm,2018,0.0,2.3768128985081085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590900,862,Venezuela (Bolivarian Republic of),Other mental disorders,2019,0.0,1727.4378188999942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1608477,887,Yemen,Autism spectrum disorders,2019,0.0,12.487865208696087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89564,40,Austria,Bipolar disorder,2019,0.0,7029.843438850526,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025430,524,Nepal,Self-harm by other specified means,2017,0.0,2487.415279531664,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96985,31,Azerbaijan,Attention-deficit/hyperactivity disorder,2019,852.001393471038,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194271,70,Bosnia and Herzegovina,Major depressive disorder,2019,2065.9354250684105,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330551,174,Comoros,Opioid use disorders,2016,0.0,10.436553875629777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320932,702,Singapore,Other mental disorders,2015,0.0,14999.887141034538,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426606,214,Dominican Republic,Schizophrenia,2015,123.19683455254216,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539196,804,Ukraine,Anxiety disorders,2017,0.0,14634.59702634675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
759456,404,Kenya,Schizophrenia,2017,140.2171706623733,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690218,364,Iran (Islamic Republic of),Alcohol use disorders,2019,0.0,15034.900793975958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749510,400,Jordan,Schizophrenia,2018,0.0,3880.6956631981857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501038,788,Tunisia,Attention-deficit/hyperactivity disorder,2017,0.0,8724.100903596638,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361479,710,South Africa,Self-harm by other specified means,2015,0.0,394.4984414511256,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952853,492,Monaco,Bipolar disorder,2019,0.487360291340536,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1515341,795,Turkmenistan,Attention-deficit/hyperactivity disorder,2018,0.0,0.5430447161586582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960010,496,Mongolia,Self-harm by other specified means,2019,2.266968024209655,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
980022,504,Morocco,Alcohol use disorders,2015,8692.14322228466,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613203,324,Guinea,Alcohol use disorders,2017,26.59337825069867,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1090573,580,Northern Mariana Islands,Alcohol use disorders,2016,0.0,7.75541691575877,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241255,854,Burkina Faso,Autism spectrum disorders,2016,0.0,363.0752403649339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
984347,508,Mozambique,Anxiety disorders,2016,23186.47990312532,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418935,212,Dominica,Opioid use disorders,2019,0.0678725148142129,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213563,76,Brazil,Self-harm by firearm,2016,0.0,1963.038783255008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
999328,104,Myanmar,Major depressive disorder,2017,0.0,13.082285141627596,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643697,340,Honduras,Anxiety disorders,2019,1182.8046835896382,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1220961,646,Rwanda,Dysthymia,2019,68.22378463339871,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220654,96,Brunei Darussalam,Self-harm by firearm,2015,0.0056056251925004,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86925,40,Austria,Anorexia nervosa,2016,0.0,398.80030286576647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205128,72,Botswana,Self-harm by other specified means,2017,84.0925643503638,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
820513,426,Lesotho,Alcohol use disorders,2017,510.44273702913,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
628118,328,Guyana,Bipolar disorder,2015,0.0,40.70464425613618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516145,246,Finland,Schizophrenia,2016,0.0,865.4869448151785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
956735,492,Monaco,Other mental disorders,2016,0.0,6.978326657425327,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232243,659,Saint Kitts and Nevis,Bulimia nervosa,2019,0.0,0.0391522896977505,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
605435,320,Guatemala,Major depressive disorder,2016,14305.907617057148,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1102422,512,Oman,Opioid use disorders,2019,0.0631607626680623,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1144833,600,Paraguay,Alcohol use disorders,2019,4403.514149402645,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
579176,304,Greenland,Alcohol use disorders,2018,1.2074766114874462,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
855931,442,Luxembourg,Dysthymia,2016,0.0,27.43148417752485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578726,304,Greenland,Cannabis use disorders,2017,2.436975277256503,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59987,32,Argentina,Cocaine use disorders,2015,0.0,325.2188984739967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255321,132,Cabo Verde,Dysthymia,2018,0.0,28.88609510838092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1618734,716,Zimbabwe,Dysthymia,2016,265.6106079639989,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378417,192,Cuba,Self-harm by other specified means,2015,0.0,444.7881126760895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1212986,643,Russian Federation,Self-harm by firearm,2017,2314.693402618291,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1603450,887,Yemen,Schizophrenia,2015,102.25792732582887,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195822,634,Qatar,Anxiety disorders,2019,3.0227103131509008,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48352,24,Angola,Self-harm by firearm,2019,0.0,38.50958217787745,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
976180,504,Morocco,Major depressive disorder,2017,128596.09009783396,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539973,804,Ukraine,Idiopathic developmental intellectual disability,2016,0.0,3040.273776390633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1543151,784,United Arab Emirates,Opioid use disorders,2016,2.7511661023100533,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
907240,470,Malta,Self-harm by firearm,2019,0.0,0.5644761014801029,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
911734,584,Marshall Islands,Major depressive disorder,2015,0.0,5.180799733753327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
494321,231,Ethiopia,Major depressive disorder,2016,221361.13210992792,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844546,440,Lithuania,Schizophrenia,2019,0.8505915493924807,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
894684,466,Mali,Bipolar disorder,2019,253.14211572847543,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1182870,620,Portugal,Other mental disorders,2019,0.0,11354.99767160791,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739584,392,Japan,Opioid use disorders,2016,0.0,4310.781655378964,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613564,324,Guinea,Major depressive disorder,2016,0.0,17519.359384468822,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204921,72,Botswana,Cannabis use disorders,2017,98.04672384720055,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592937,862,Venezuela (Bolivarian Republic of),Other mental disorders,2017,0.0,810.8796163767511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050542,558,Nicaragua,Anxiety disorders,2018,0.0,4249.260836436427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28191,16,American Samoa,Idiopathic developmental intellectual disability,2015,0.0,0.3744626506530409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1346513,90,Solomon Islands,Idiopathic developmental intellectual disability,2015,0.0,120.59040242613298,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1012401,520,Nauru,Schizophrenia,2015,0.0,0.0255496632027691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1279524,682,Saudi Arabia,Cannabis use disorders,2015,0.0,25.807213849448623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
686419,364,Iran (Islamic Republic of),Self-harm by other specified means,2016,26.134296855086752,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221874,96,Brunei Darussalam,Bipolar disorder,2016,0.0,48.09791153192644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138391,112,Belarus,Major depressive disorder,2016,0.0,13926.504732968033,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94089,31,Azerbaijan,Other drug use disorders,2016,677.9349757551886,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1398544,729,Sudan,Other drug use disorders,2016,0.0,281.378559045539,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1456184,626,Timor-Leste,Other drug use disorders,2016,0.0,0.1917650976046338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1493988,788,Tunisia,Dysthymia,2018,725.5797847550765,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838860,434,Libya,Major depressive disorder,2018,0.0,12642.664797094449,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
734595,392,Japan,Bulimia nervosa,2018,23247.47240425352,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482276,776,Tonga,Bipolar disorder,2018,0.0,10.542891594182723,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469365,232,Eritrea,Anxiety disorders,2015,0.0,2.7446084519917453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919604,478,Mauritania,Major depressive disorder,2016,9.38997882464601,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593873,704,Viet Nam,Dysthymia,2018,6552.5782366748,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111301,48,Bahrain,Autism spectrum disorders,2015,0.0,7.313383330649125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228108,100,Bulgaria,Self-harm by other specified means,2015,0.0,198.86292217960312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1417314,752,Sweden,Autism spectrum disorders,2018,0.0,3495.8332175377004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
606641,320,Guatemala,Amphetamine use disorders,2016,0.0,851.1506500291412,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158717,204,Benin,Dysthymia,2017,2776.5535626852843,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989228,508,Mozambique,Bipolar disorder,2017,0.0,241.1081524621032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1472184,772,Tokelau,Bulimia nervosa,2018,0.0,0.0053981737908748,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1445772,764,Thailand,Bipolar disorder,2016,476.8503112889278,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
790419,417,Kyrgyzstan,Other mental disorders,2019,0.0,248.42406877449463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25686,16,American Samoa,Cannabis use disorders,2017,0.6368096969791918,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245246,108,Burundi,Idiopathic developmental intellectual disability,2015,0.0,22.50285134212973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1023345,524,Nepal,Cannabis use disorders,2019,0.0,2466.475850572393,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1029406,528,Netherlands,Other drug use disorders,2015,557.0025125500064,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798533,418,Lao People's Democratic Republic,Cannabis use disorders,2018,0.0,233.4278253066323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1349736,90,Solomon Islands,Amphetamine use disorders,2018,0.0,18.529128824034856,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127152,52,Barbados,Anxiety disorders,2019,20.252081560142777,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1095885,578,Norway,Dysthymia,2015,355.1517203645153,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449191,818,Egypt,Opioid use disorders,2017,0.0,248.7639248043249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1257953,882,Samoa,Anxiety disorders,2018,0.0,375.8759518063357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
963126,496,Mongolia,Dysthymia,2017,0.0,342.6899798247516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
439431,218,Ecuador,Bulimia nervosa,2019,0.0,1882.621175579096,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600583,320,Guatemala,Opioid use disorders,2015,138.44445302402812,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129006,52,Barbados,Cannabis use disorders,2015,0.0,1.9143971541469715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056150,562,Niger,Anxiety disorders,2016,0.0,2549.989061887662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
639152,332,Haiti,Attention-deficit/hyperactivity disorder,2018,0.0,1378.081301163768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1256782,882,Samoa,Other drug use disorders,2019,0.0,0.0224378367143135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760401,404,Kenya,Cocaine use disorders,2018,8.09746582519537,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922020,478,Mauritania,Autism spectrum disorders,2018,0.0,15.290315972164567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
776193,414,Kuwait,Other drug use disorders,2016,178.6499706919824,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1434177,760,Syrian Arab Republic,Autism spectrum disorders,2016,0.0,1521.1926256696836,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1531504,800,Uganda,Idiopathic developmental intellectual disability,2019,0.0,612.2629554199085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
408613,208,Denmark,Other mental disorders,2017,0.0,720.2533703171727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776207,414,Kuwait,Other drug use disorders,2016,2.594911227964896,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
572073,300,Greece,Cocaine use disorders,2018,0.0,15.82010845734144,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851552,442,Luxembourg,Cocaine use disorders,2018,1.7583959745426414,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1406850,740,Suriname,Cannabis use disorders,2018,0.0,6.291577261696764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
986890,508,Mozambique,Idiopathic developmental intellectual disability,2015,0.0,1633.4788832839438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783160,414,Kuwait,Autism spectrum disorders,2018,0.0,337.73759115304506,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1104805,512,Oman,Anxiety disorders,2015,296.49854197218394,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1109083,512,Oman,Attention-deficit/hyperactivity disorder,2016,0.0,28.64413988990959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
791298,417,Kyrgyzstan,Major depressive disorder,2018,0.0,6157.527503858123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994027,104,Myanmar,Opioid use disorders,2015,168.4530087663287,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123525,50,Bangladesh,Opioid use disorders,2018,0.0,94.2429249544869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230358,100,Bulgaria,Bipolar disorder,2017,90.06660053198354,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1037726,554,New Zealand,Anxiety disorders,2016,1030.1676571321036,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1406746,740,Suriname,Cocaine use disorders,2018,0.0,4.57812143481344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1299248,688,Serbia,Autism spectrum disorders,2019,0.0,2183.27263324298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570733,860,Uzbekistan,Self-harm by other specified means,2015,0.0,6937.197900209131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788769,417,Kyrgyzstan,Self-harm by other specified means,2016,0.0,637.908401623337,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512968,246,Finland,Alcohol use disorders,2015,0.0,3068.860630843706,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647866,340,Honduras,Bipolar disorder,2019,0.0,1578.7732602231997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1358313,706,Somalia,Attention-deficit/hyperactivity disorder,2016,0.0,213.9359060755457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573443,300,Greece,Anxiety disorders,2016,0.0,38996.98813421886,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394395,203,Czechia,Other mental disorders,2015,0.0,9125.10372621027,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
873639,454,Malawi,Major depressive disorder,2019,0.0,17070.81404265275,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794599,418,Lao People's Democratic Republic,Alcohol use disorders,2016,854.8961937875604,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548377,268,Georgia,Amphetamine use disorders,2016,0.0,16.301926460010897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1455547,626,Timor-Leste,Bulimia nervosa,2015,0.0,65.53643838544853,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27443,16,American Samoa,Alcohol use disorders,2015,0.0,0.4609086664970753,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
338605,178,Congo,Other mental disorders,2016,0.0,2259.740261465844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
